19200101,88696,183.958,0,6
19200101,89757,150.054,0,10
19200101,90776,51.301,1,4
19200101,103941,129.996,1,6
19200101,106214,119.869,2,1
19200101,127948,115.021,1,5
19200101,129287,122.403,1,2
19200101,132415,185.956,1,7
19200101,149185,149.911,2,0
19200101,149677,93.022,0,8
19200101,154667,89.962,0,5
19200101,155950,80.102,1,0
19200101,158407,115.069,2,10
19200101,184286,83.961,0,0
19200101,184477,98.015,0,3
19200101,188133,59.544,0,6
19200101,188958,112.023,0,5
19200101,190093,78.495,0,6
19200101,197013,124.71,0,2
19200101,201693,86.758,0,2
19200101,203640,110.115,0,0
19200101,203773,121.988,0,9
19200101,206293,98.155,0,1
19200101,207147,116.983,0,2
19200101,208027,100.838,0,11
19200101,208347,93.128,0,2
19200101,208620,129.886,0,1
19200101,208893,78.23,0,3
19200101,209267,180.089,0,10
19200101,209347,116.993,0,10
19200101,209427,99.944,0,6
19200101,211000,90.797,0,1
19200101,211147,120.906,0,2
19200101,211493,84.38,0,7
19200101,212840,67.019,0,9
19200101,214773,118.351,0,8
19200101,216720,77.537,0,3
19200101,227320,80.317,0,6
19200101,231387,69.893,0,5
19200101,231400,88.525,0,1
19200101,237600,117.001,0,7
19200101,241813,130.632,0,4
19200101,251760,87.395,0,4
19200101,255520,67.271,0,2
19200101,257313,127.016,0,7
19200101,258160,65.485,0,5
19200101,258167,102.578,0,2
19200101,260627,125.446,0,2
19200101,267560,110.562,0,8
19200101,268320,58.033,0,7
19200101,268360,133.661,0,9
19200101,271173,115.061,0,1
19200101,277499,128.025,0,10
19200101,277720,118.562,0,11
19200101,278813,112.817,0,2
19200101,284165,125.059,0,0
19200101,285707,111.268,0,1
19200101,295389,130.012,0,8
19200101,302981,129.985,0,4
19200101,304078,124.018,0,1
19200101,307749,128.069,0,1
19200101,317785,127.017,0,7
19200101,323344,128.008,0,1
19200101,335176,128.004,0,1
19200101,345000,127.998,0,11
19200101,349106,130.019,0,10
19200101,375015,128.004,0,11
19200101,386287,129.987,3,2
19200101,398707,128.009,0,1
19200101,413571,127.995,13,4
19200101,422087,127.997,17,2
19200101,454776,158.049,0,1
19200101,476304,126.993,0,8
19200101,489012,133.982,0,11
19200101,496170,133.992,0,1
19200101,510981,131.996,0,10
19200101,674688,158.013,0,1
19200101,774360,161.322,0,1
19200103,95933,89.978,0,11
19200103,138267,137.615,0,4
19200103,208867,96.036,9,7
19200103,215773,140.011,8,9
19200103,224067,91.009,0,0
19200103,225707,172.025,0,0
19200103,228493,82.028,0,4
19200103,242800,184.062,0,0
19200103,257667,179.967,1,8
19200103,324333,88.007,1,10
19200103,363227,97.011,1,4
19200103,366733,116.008,0,1
19200104,6250,0.0,0,2
19200104,9250,0.0,0,2
19200104,13500,0.0,0,6
19200104,22922,150.142,0,0
19200104,31000,101.262,2,5
19200104,32500,111.165,0,4
19200104,33750,119.958,0,7
19200104,41000,117.825,0,1
19200104,46500,105.908,1,9
19200104,49000,75.038,0,7
19200104,56000,125.018,0,10
19200104,63500,76.493,1,9
19200104,66500,127.743,0,9
19200104,76056,141.978,1,3
19200104,79000,100.016,0,10
19200104,81525,150.069,0,5
19200104,84312,120.064,0,0
19200104,88000,125.923,1,0
19200104,90250,128.615,0,3
19200104,94000,125.019,2,9
19200104,97000,78.791,0,2
19200104,104366,169.977,0,0
19200104,106000,139.889,0,8
19200104,106500,165.993,2,2
19200104,107755,111.998,1,2
19200104,108000,142.117,0,2
19200104,124042,179.954,0,4
19200104,128451,144.747,4,9
19200104,128500,125.009,0,3
19200104,134155,130.025,3,2
19200104,140000,80.739,2,4
19200104,149500,113.08,0,5
19200104,149500,113.08,1,5
19200104,155500,143.437,0,5
19200104,177250,149.949,3,5
19200104,181000,175.933,0,1
19200104,187000,130.033,0,2
19200104,187500,177.76,2,8
19200104,222875,131.017,0,9
19200105,150200,86.889,7,5
19200129,142445,159.775,0,1
19200129,150099,140.087,0,1
19200129,157335,104.992,0,8
19200129,170161,108.999,0,8
19200129,177528,165.029,0,1
19200129,206968,170.007,0,5
19200129,225541,104.033,0,10
19200131,104022,180.091,0,10
19200229,158747,116.05,0,2
19200229,195253,137.864,0,0
19200229,195693,107.963,0,0
19200229,210293,125.006,0,0
19200229,235547,92.01,0,0
19200229,237653,87.971,0,7
19200229,261013,120.169,0,7
19200229,264240,105.986,0,9
19200229,269360,111.868,0,9
19200229,279053,103.933,0,5
19200229,288293,107.912,0,11
19200229,301840,79.994,0,7
19200318,126642,84.273,0,1
19200401,162000,68.287,0,11
19200420,117816,92.484,0,1
19200420,149767,89.952,0,5
19200420,247678,154.044,0,1
19200420,270316,134.011,0,4
19200423,254764,130.003,0,1
19200513,318747,115.052,0,0
19200516,229695,110.105,0,1
19200626,180000,127.952,0,11
19200704,214400,150.028,0,7
19200705,220611,80.992,0,8
19200708,146840,130.06,0,8
19200708,148720,133.515,0,9
19200708,152067,132.753,0,0
19200708,152333,67.51,0,11
19200708,154493,134.103,0,11
19200708,155467,83.983,0,8
19200708,156040,170.943,0,0
19200708,166000,168.649,0,10
19200708,167213,131.494,0,10
19200708,168293,129.558,0,7
19200708,170373,130.572,0,8
19200708,177427,136.573,0,1
19200708,177907,128.0,0,2
19200708,178947,122.839,0,1
19200708,185707,119.965,0,1
19200708,187147,126.485,0,2
19200708,187200,127.076,0,2
19200708,194013,66.659,0,3
19200708,204653,169.061,0,4
19200712,111125,167.501,0,11
19200804,77477,81.015,0,10
19200828,127442,123.984,0,11
19200907,102621,145.009,0,11
19200924,148941,124.968,0,0
19200924,239000,180.057,0,7
19201001,165224,122.076,2,10
19201018,324429,77.498,0,6
19201022,81894,106.717,0,8
19201024,186750,160.136,0,4
19201123,20167,80.428,0,11
